Unnamed: 0,Ten_xe,Nam_san_xuat,Quang_duong_da_di(km),Loai_nhien_lieu,Hop_so,Quyen_so_huu,Muc_tieu_hao(km/l),Dung_tich(cc),Cong_suat_toi_da,So_cho_ngoi,Gia_moi_lakh,Gia_theo_lakh,Tuoi_xe,Hang_xe,Km_moi_nam,Chay_nhieu,log_Quang_duong_da_di(km),Top_xe
2995.0,Hyundai i10 Magna AT,2008.0,58483.0,0.0,1.0,2.0,19.2,1197.0,80.0,5.0,,2.95,18.0,Hyundai,3249.0555555555557,1.0,10.976508491537329,Other
645.0,Mercedes-Benz E-Class 2009-2013 E200 CGI Blue Efficiency,2011.0,61000.0,0.0,1.0,1.0,12.3,1796.0,185.0,5.0,,12.5,15.0,Mercedes-Benz,4066.6666666666665,1.0,11.0186455364637,Other
3241.0,Toyota Corolla Altis G HV AT,2013.0,56000.0,0.0,1.0,1.0,14.53,1798.0,138.1,5.0,,8.25,13.0,Toyota,4307.692307692308,1.0,10.933124826700707,Other
1441.0,Toyota Innova 2.5 VX (Diesel) 8 Seater,2013.0,47234.0,1.0,0.0,1.0,12.99,2494.0,100.6,8.0,,9.35,13.0,Toyota,3633.3846153846152,0.0,10.762890422203235,Other
5062.0,Maruti Celerio LXI MT,2018.0,30000.0,0.0,0.0,1.0,23.1,998.0,67.04,5.0,4.87,3.75,8.0,Maruti,3750.0,0.0,10.308985993422082,Other
2265.0,Maruti Alto LX,2009.0,68078.0,0.0,0.0,1.0,19.7,796.0,46.3,5.0,,1.02,17.0,Maruti,4004.5882352941176,1.0,11.128424074537731,Other
4727.0,Mahindra XUV500 W8 2WD,2013.0,55886.0,1.0,0.0,1.0,16.0,2179.0,140.0,7.0,,7.25,13.0,Mahindra,4298.923076923077,1.0,10.931087073957817,Mahindra XUV500 W8 2WD
5506.0,Maruti Wagon R Duo LX BSIII,2012.0,72389.0,3.0,0.0,1.0,26.2,998.0,58.2,5.0,,3.2,14.0,Maruti,5170.642857142857,1.0,11.189823447287187,Other
1381.0,Renault Duster 110PS Diesel RxZ AMT,2016.0,45000.0,1.0,1.0,1.0,19.6,1461.0,108.45,5.0,15.05,11.5,10.0,Renault,4500.0,0.0,10.714439990727769,Other
2002.0,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,2014.0,79000.0,1.0,1.0,1.0,12.0,2987.0,224.0,7.0,,20.049999999999997,12.0,Mercedes-Benz,6583.333333333333,1.0,11.277215789596893,Other
3204.0,Maruti Ertiga VDI,2015.0,58734.0,1.0,0.0,1.0,20.77,1248.0,88.76,7.0,,6.91,11.0,Maruti,5339.454545454545,1.0,10.980791080257987,Maruti Ertiga VDI
2736.0,Hyundai Verna 1.6 CRDi S,2016.0,31000.0,1.0,0.0,1.0,23.9,1582.0,126.2,5.0,,9.0,10.0,Hyundai,3100.0,0.0,10.34177474101152,Other
656.0,Hyundai i20 1.4 Magna ABS,2009.0,47000.0,1.0,0.0,1.0,21.9,1396.0,90.0,5.0,,2.8,17.0,Hyundai,2764.705882352941,0.0,10.757924157061597,Other
432.0,Skoda Laura Ambiente 2.0 TDI CR AT,2012.0,130500.0,1.0,1.0,1.0,20.0,1968.0,138.1,5.0,,6.58,14.0,Skoda,9422.180361305363,1.0,11.870725775446436,Other
2829.0,Maruti Wagon R Stingray VXI,2013.0,32378.0,0.0,0.0,1.0,20.51,998.0,67.04,5.0,,2.8,13.0,Maruti,2490.6153846153848,0.0,10.385265343493456,Other
5835.0,Ford Ecosport 1.5 DV5 MT Ambiente,2014.0,56549.0,1.0,0.0,1.0,22.7,1498.0,89.84,5.0,,7.2,12.0,Ford,4712.416666666667,1.0,10.942880481544266,Other
4214.0,Ford Figo Diesel Titanium,2011.0,130500.0,1.0,0.0,1.0,20.0,1399.0,68.0,5.0,,2.5,15.0,Ford,9422.180361305363,1.0,12.037659911047468,Other
3933.0,Volvo XC60 D5,2015.0,100000.0,1.0,1.0,1.0,13.5,2400.0,215.0,5.0,,20.049999999999997,11.0,Other,9090.90909090909,1.0,11.51293546492023,Other
5525.0,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,2016.0,37944.0,1.0,1.0,1.0,14.84,2143.0,167.62,5.0,,20.049999999999997,10.0,Mercedes-Benz,3794.4,0.0,10.543893021838013,Other
1868.0,Audi A4 New 2.0 TDI Multitronic,2012.0,60000.0,1.0,1.0,2.0,15.2,1968.0,140.8,5.0,,10.35,14.0,Audi,4285.714285714285,1.0,11.002116507732017,Other
843.0,Maruti Celerio VXI AT,2014.0,33450.0,0.0,1.0,1.0,23.1,998.0,67.04,5.0,,4.4,12.0,Maruti,2787.5,0.0,10.417836960475736,Other
1092.0,Maruti Alto K10 VXI AGS,2015.0,73204.0,0.0,1.0,1.0,24.07,998.0,67.1,5.0,,3.3,11.0,Maruti,6654.909090909091,1.0,11.201019003627582,Other
1708.0,Audi Q3 35 TDI Quattro Premium Plus,2016.0,58661.0,1.0,1.0,1.0,15.17,1968.0,181.0,5.0,48.64,20.049999999999997,10.0,Audi,5866.1,1.0,10.979547436733727,Other
4814.0,Land Rover Freelander 2 SE,2013.0,68000.0,1.0,1.0,2.0,12.39,2179.0,147.51,5.0,,15.75,13.0,Other,5230.7692307692305,1.0,11.127277689932466,Other
1301.0,Maruti Swift LDI,2015.0,14000.0,1.0,0.0,1.0,28.4,1248.0,74.0,5.0,7.13,5.25,11.0,Maruti,1272.7272727272727,0.0,9.546884034617925,Other
1827.0,Mahindra XUV500 W8 2WD,2013.0,87284.0,1.0,0.0,1.0,15.1,2179.0,140.0,7.0,,7.8,13.0,Mahindra,6714.153846153846,1.0,11.37693390575888,Mahindra XUV500 W8 2WD
5325.0,Maruti Swift VDI,2016.0,65210.0,1.0,0.0,1.0,22.9,1248.0,74.0,5.0,,5.48,10.0,Maruti,6521.0,1.0,11.085383445340975,Maruti Swift VDI
861.0,Hyundai i20 Magna 1.2,2014.0,70089.0,0.0,0.0,1.0,18.6,1197.0,81.83,5.0,,5.35,12.0,Hyundai,5840.75,1.0,11.15753540949437,Other
5046.0,Honda Accord 2.4 MT,2012.0,94989.0,0.0,0.0,1.0,12.8,2354.0,177.6,5.0,,6.58,14.0,Honda,6784.928571428572,1.0,11.461526901884229,Other
3937.0,Ford Ecosport 1.5 DV5 MT Titanium,2014.0,72100.0,1.0,0.0,1.0,22.7,1498.0,89.84,5.0,,5.45,12.0,Ford,6008.333333333333,1.0,11.185823192802378,Other
1900.0,Audi A4 3.0 TDI Quattro Premium,2012.0,46913.0,1.0,1.0,1.0,14.94,2967.0,226.89999999999998,5.0,,16.11,14.0,Audi,3350.9285714285716,0.0,10.756071417352569,Other
3563.0,Maruti S Cross DDiS 200 Delta,2015.0,61313.0,1.0,0.0,1.0,23.65,1248.0,88.5,5.0,,7.99,11.0,Maruti,5573.909090909091,1.0,11.023763480840264,Other
1589.0,Mahindra Bolero ZLX,2013.0,63000.0,1.0,0.0,1.0,15.96,2523.0,62.1,7.0,11.15,5.5,13.0,Mahindra,4846.153846153846,1.0,11.050905878263567,Other
3685.0,BMW 5 Series 530d Highline Sedan,2010.0,68000.0,1.0,1.0,1.0,11.5,2993.0,226.89999999999998,5.0,,18.0,16.0,BMW,4250.0,1.0,11.127277689932466,Other
696.0,Volkswagen Passat Highline DSG,2012.0,39273.0,1.0,1.0,1.0,14.3,1968.0,140.0,5.0,,6.99,14.0,Volkswagen,2805.214285714286,0.0,10.578318001310176,Other
2636.0,Hyundai Grand i10 AT Asta,2015.0,33931.0,0.0,1.0,2.0,18.9,1197.0,82.0,5.0,,5.91,11.0,Hyundai,3084.6363636363635,0.0,10.432113800927626,Other
2659.0,Porsche Panamera Diesel,2015.0,25100.0,1.0,1.0,1.0,17.85,2967.0,226.89999999999998,4.0,,20.049999999999997,11.0,Other,2281.818181818182,0.0,10.130662964963708,Other
188.0,Hyundai Verna 1.6 SX,2012.0,62000.0,1.0,0.0,1.0,22.32,1582.0,126.32,5.0,,4.6,14.0,Hyundai,4428.571428571428,1.0,11.034905792929415,Other
290.0,Tata Zest Quadrajet 1.3 75PS XE,2018.0,45000.0,1.0,0.0,1.0,22.95,1248.0,74.0,5.0,8.34,5.25,8.0,Tata,5625.0,0.0,10.714439990727769,Other
4875.0,Honda Civic 2006-2010 1.8 S MT,2008.0,80000.0,0.0,0.0,1.0,13.5,1799.0,130.0,5.0,,2.75,18.0,Honda,4444.444444444444,1.0,11.289794413577894,Other
1753.0,Mahindra Verito 1.5 D6 BSIV,2011.0,110000.0,1.0,0.0,2.0,21.0,1461.0,64.1,5.0,,2.4,15.0,Mahindra,7333.333333333333,1.0,11.608244735642321,Other
4898.0,Maruti Celerio VXI AT,2016.0,36789.0,0.0,1.0,1.0,23.1,998.0,67.04,5.0,,4.25,10.0,Maruti,3678.9,0.0,10.51298134809882,Other
3851.0,Renault Koleos 2.0 Diesel,2013.0,65000.0,1.0,1.0,2.0,13.73,1995.0,148.0,5.0,,7.5,13.0,Renault,5000.0,1.0,11.082157933374816,Other
4716.0,Toyota Etios VXD,2015.0,65000.0,1.0,0.0,2.0,23.59,1364.0,67.04,5.0,,5.0,11.0,Toyota,5909.090909090909,1.0,11.082157933374816,Other
5987.0,Tata Tiago 1.2 Revotron XT,2017.0,15386.0,0.0,0.0,1.0,23.84,1199.0,84.0,5.0,5.56,5.11,9.0,Tata,1709.5555555555557,0.0,9.641278276057378,Other
5010.0,Volkswagen Ameo 1.2 MPI Highline 16 Alloy,2016.0,16650.0,0.0,0.0,1.0,17.0,1198.0,74.0,5.0,,5.5,10.0,Volkswagen,1665.0,0.0,9.720225553665117,Other
2538.0,Maruti Wagon R LXI,2006.0,130500.0,0.0,0.0,1.0,18.9,998.0,67.1,5.0,,1.15,20.0,Maruti,7250.0,1.0,11.884495917930655,Maruti Wagon R LXI
2111.0,Mercedes-Benz GLE 250d,2017.0,25601.0,1.0,1.0,1.0,17.9,2143.0,201.15,5.0,78.76,20.049999999999997,9.0,Mercedes-Benz,2844.5555555555557,0.0,10.150425752416055,Other
2831.0,Mahindra XUV500 W8 2WD,2015.0,36836.0,1.0,0.0,1.0,15.1,2179.0,140.0,7.0,,12.49,11.0,Mahindra,3348.7272727272725,0.0,10.514258053828623,Mahindra XUV500 W8 2WD
5633.0,Skoda Superb Elegance 1.8 TSI AT,2011.0,78000.0,0.0,1.0,2.0,13.7,1798.0,157.75,5.0,,4.5,15.0,Skoda,5200.0,1.0,11.264476926102367,Other
212.0,Renault Duster 85PS Diesel RxL Optional,2014.0,30000.0,1.0,0.0,1.0,20.46,1461.0,83.8,5.0,,5.95,12.0,Renault,2500.0,0.0,10.308985993422082,Other
1415.0,Maruti Swift Dzire VDI,2015.0,76128.0,1.0,0.0,1.0,26.59,1248.0,74.0,5.0,,5.5,11.0,Maruti,6920.727272727273,1.0,11.240184548787743,Maruti Swift Dzire VDI
4614.0,BMW X5 X5 M,2017.0,15000.0,1.0,1.0,1.0,15.97,2993.0,226.89999999999998,5.0,,20.049999999999997,9.0,BMW,1666.6666666666667,0.0,9.61587214452889,Other
2194.0,Maruti Swift Dzire 1.2 Lxi BSIV,2011.0,14000.0,0.0,0.0,2.0,17.5,1197.0,85.8,5.0,,3.2,15.0,Maruti,933.3333333333334,0.0,9.546884034617925,Other
73.0,Nissan Terrano XV D Pre,2015.0,56066.0,1.0,0.0,1.0,19.64,1461.0,108.5,5.0,16.65,6.92,11.0,Nissan,5096.909090909091,1.0,10.934302683138412,Other
2666.0,Maruti Swift Dzire 1.2 Vxi BSIV,2015.0,60000.0,0.0,0.0,1.0,17.5,1197.0,85.8,5.0,,4.8,11.0,Maruti,5454.545454545455,1.0,11.002116507732017,Other
3409.0,Renault Scala RxL AT,2013.0,7000.0,0.0,1.0,1.0,17.97,1498.0,99.6,5.0,,3.65,13.0,Renault,538.4615384615385,0.0,8.853808274977197,Other
4802.0,Hyundai i10 Magna,2011.0,41000.0,0.0,0.0,1.0,20.36,1197.0,78.9,5.0,,2.65,15.0,Hyundai,2733.3333333333335,0.0,10.62135173563291,Other
2604.0,Mini Cooper Convertible S,2016.0,15000.0,0.0,1.0,1.0,16.82,1998.0,189.08,4.0,44.28,20.049999999999997,10.0,Other,1500.0,0.0,9.61587214452889,Other
3764.0,Mahindra XUV500 W8 2WD,2014.0,86000.0,1.0,0.0,1.0,15.1,2179.0,140.0,7.0,,7.85,12.0,Mahindra,7166.666666666667,1.0,11.362114203075018,Mahindra XUV500 W8 2WD
3909.0,Hyundai Grand i10 AT Asta,2014.0,21000.0,0.0,1.0,1.0,18.9,1197.0,82.0,5.0,,5.4,12.0,Hyundai,1750.0,0.0,9.952325334619427,Other
3590.0,BMW 5 Series 2013-2017 530d M Sport,2015.0,65266.0,1.0,1.0,1.0,14.69,2993.0,226.89999999999998,5.0,,20.049999999999997,11.0,BMW,5933.272727272727,1.0,11.086241827649694,Other
5613.0,Audi Q5 2008-2012 2.0 TFSI Quattro,2011.0,59967.0,0.0,1.0,1.0,9.74,1984.0,208.0,5.0,,18.0,15.0,Audi,3997.8,1.0,11.001566365598094,Other
2136.0,BMW 3 Series 320d Sedan,2010.0,51000.0,1.0,1.0,1.0,16.07,1995.0,181.0,5.0,,7.75,16.0,BMW,3187.5,0.0,10.839600519357369,Other
1236.0,Toyota Corolla 1.8 J,2014.0,40748.0,0.0,0.0,1.0,14.53,1798.0,138.0,5.0,,6.3,12.0,Toyota,3395.6666666666665,0.0,10.6151865784906,Other
3431.0,Hyundai i20 Asta 1.4 CRDi,2013.0,129000.0,1.0,0.0,3.0,21.27,1396.0,88.76,5.0,,4.11,13.0,Hyundai,9422.180361305363,1.0,11.767575435251748,Other
4718.0,Honda Civic 2006-2010 1.8 S MT,2009.0,70000.0,0.0,0.0,1.0,13.5,1799.0,130.0,5.0,,4.25,17.0,Honda,4117.64705882353,1.0,11.156264806643742,Other
5884.0,Maruti Swift Dzire VDI,2014.0,28000.0,1.0,0.0,1.0,23.4,1248.0,74.0,5.0,,4.65,12.0,Maruti,2333.3333333333335,0.0,10.239995502805316,Maruti Swift Dzire VDI
3556.0,BMW X1 sDrive20d,2012.0,63000.0,1.0,1.0,1.0,17.05,1995.0,184.0,5.0,,13.5,14.0,BMW,4500.0,1.0,11.050905878263567,Other
113.0,BMW 3 Series 320d Luxury Line,2015.0,56087.0,1.0,1.0,1.0,22.69,1995.0,190.0,5.0,54.43,20.049999999999997,11.0,BMW,5098.818181818182,1.0,10.934677164886804,Other
5105.0,Mahindra XUV500 W10 2WD,2015.0,52000.0,1.0,0.0,1.0,16.0,2179.0,140.0,7.0,,11.5,11.0,Mahindra,4727.272727272727,0.0,10.859018228147887,Other
2127.0,Maruti Baleno Delta,2016.0,12573.0,0.0,0.0,1.0,21.4,1197.0,83.1,5.0,7.36,5.8,10.0,Maruti,1257.3,0.0,9.439386468943006,Other
2724.0,Honda Brio VX AT,2014.0,28000.0,0.0,1.0,1.0,16.5,1198.0,86.8,5.0,,4.95,12.0,Honda,2333.3333333333335,0.0,10.239995502805316,Other
3185.0,Nissan Micra Diesel XV Premium,2013.0,69000.0,1.0,0.0,1.0,23.08,1461.0,63.1,5.0,,3.0,13.0,Nissan,5307.692307692308,1.0,11.141876276228,Other
2147.0,Maruti Ciaz AT ZXi,2014.0,46738.0,0.0,1.0,1.0,19.12,1373.0,91.1,5.0,,6.1,12.0,Maruti,3894.8333333333335,0.0,10.752334212913182,Other
5622.0,Maruti Baleno Zeta Automatic,2016.0,35129.0,0.0,1.0,1.0,21.4,1197.0,83.1,5.0,,7.0,10.0,Maruti,3512.9,0.0,10.466810745259872,Other
1944.0,Mahindra XUV500 AT W10 FWD,2016.0,41000.0,1.0,1.0,1.0,16.0,2179.0,140.0,7.0,,13.75,10.0,Mahindra,4100.0,0.0,10.62135173563291,Other
1840.0,Honda Amaze S i-Dtech,2013.0,90000.0,1.0,0.0,1.0,25.8,1498.0,98.6,5.0,,3.8,13.0,Honda,6923.076923076923,1.0,11.407576060361786,Honda Amaze S i-Dtech
4745.0,Skoda Superb Elegance 1.8 TSI AT,2014.0,65000.0,0.0,1.0,1.0,13.7,1798.0,157.75,5.0,,11.95,12.0,Skoda,5416.666666666667,1.0,11.082157933374816,Other
5122.0,Toyota Fortuner 4x2 Manual,2015.0,99000.0,1.0,0.0,1.0,13.0,2982.0,168.5,7.0,,20.049999999999997,11.0,Toyota,9000.0,1.0,11.502885230075814,Other
4353.0,Toyota Innova 2.5 GX (Diesel) 7 Seater,2009.0,130500.0,1.0,0.0,1.0,12.99,2494.0,100.6,7.0,,7.5,17.0,Toyota,8647.058823529413,1.0,11.898194668458823,Other
2425.0,Ford Figo Diesel EXI Option,2012.0,72500.0,1.0,0.0,1.0,18.5,1399.0,68.0,5.0,,3.12,14.0,Ford,5178.571428571428,1.0,11.19135563385109,Other
3605.0,Maruti Alto 800 LXI Airbag,2015.0,50000.0,0.0,0.0,1.0,22.74,796.0,47.3,5.0,,2.75,11.0,Maruti,4545.454545454545,0.0,10.819798284210286,Other
5510.0,Tata Indigo CS eGLX BS IV,2012.0,30000.0,0.0,0.0,2.0,15.64,1193.0,64.08,5.0,,2.3,14.0,Tata,2142.8571428571427,0.0,10.308985993422082,Other
255.0,Hyundai Tucson 2.0 e-VGT 2WD AT GLS,2018.0,51346.0,1.0,1.0,1.0,16.38,1995.0,183.0,5.0,,20.049999999999997,8.0,Hyundai,6418.25,0.0,10.84636179105997,Other
353.0,Ford Ecosport 1.5 DV5 MT Titanium Optional,2014.0,68000.0,1.0,0.0,1.0,22.7,1498.0,89.84,5.0,,6.75,12.0,Ford,5666.666666666667,1.0,11.127277689932466,Other
5897.0,Toyota Etios V,2015.0,12000.0,0.0,0.0,1.0,16.78,1496.0,88.73,5.0,,4.5,11.0,Toyota,1090.909090909091,0.0,9.392745258631441,Other
5817.0,Ford Figo Aspire 1.5 TDCi Titanium,2016.0,37294.0,1.0,0.0,1.0,25.83,1498.0,99.0,5.0,,5.75,10.0,Ford,3729.4,0.0,10.526614548389263,Other
460.0,Hyundai i20 2015-2017 Asta 1.2,2016.0,6800.0,0.0,0.0,1.0,18.6,1197.0,81.83,5.0,,7.2,10.0,Hyundai,680.0,0.0,8.824824939175638,Other
4693.0,Maruti Swift VDI,2013.0,35000.0,1.0,0.0,1.0,22.9,1248.0,74.0,5.0,,4.65,13.0,Maruti,2692.3076923076924,0.0,10.463131911491967,Maruti Swift VDI
482.0,Ford Endeavour Hurricane Limited Edition,2008.0,130500.0,1.0,1.0,2.0,12.8,2953.0,156.0,7.0,,4.24,18.0,Ford,9422.180361305363,1.0,12.095146671399466,Other
1119.0,Skoda Superb Elegance 1.8 TSI AT,2009.0,108000.0,0.0,1.0,1.0,13.7,1798.0,157.75,5.0,,4.35,17.0,Skoda,6352.941176470588,1.0,11.58989576532275,Other
803.0,Honda Jazz 1.2 VX i VTEC,2016.0,23280.0,0.0,0.0,1.0,18.7,1199.0,88.7,5.0,,6.5,10.0,Honda,2328.0,0.0,10.05539285624928,Other
5183.0,Honda City i-VTEC VX,2013.0,38622.0,0.0,0.0,1.0,17.4,1497.0,117.3,5.0,12.68,6.26,13.0,Honda,2970.923076923077,0.0,10.561603232924144,Other
3033.0,Hyundai Santro Xing XP,2005.0,120000.0,0.0,0.0,1.0,6.499999999999998,1086.0,98.6,5.0,,1.15,21.0,Hyundai,5714.285714285715,1.0,11.695255355062795,Other
2869.0,Volkswagen CrossPolo 1.5 TDI,2014.0,75160.0,1.0,0.0,1.0,20.14,1498.0,88.5,5.0,,5.7,12.0,Volkswagen,6263.333333333333,1.0,11.227387758388332,Other
26.0,Nissan Micra Diesel XV,2012.0,54000.0,1.0,0.0,1.0,23.08,1461.0,63.1,5.0,,4.25,14.0,Nissan,3857.1428571428573,1.0,10.896757843893464,Other
3067.0,Mahindra Xylo H4,2016.0,93166.0,1.0,0.0,2.0,14.02,2179.0,118.3,7.0,11.67,5.85,10.0,Mahindra,9316.6,1.0,11.442148860720312,Other
1330.0,Mahindra XUV500 W6 2WD,2016.0,62946.0,1.0,0.0,1.0,15.1,2179.0,140.0,7.0,,11.05,10.0,Mahindra,6294.6,1.0,11.050048381466336,Other
5412.0,Mahindra Ssangyong Rexton RX7,2016.0,39000.0,1.0,1.0,1.0,11.18,2696.0,184.0,7.0,,13.85,10.0,Mahindra,3900.0,0.0,10.571342565808699,Other
1902.0,Toyota Fortuner 2.8 2WD AT,2017.0,15000.0,1.0,1.0,1.0,12.9,2755.0,174.5,7.0,34.45,20.049999999999997,9.0,Toyota,1666.6666666666667,0.0,9.61587214452889,Other
1292.0,Maruti Ciaz 1.4 AT Alpha,2017.0,32000.0,0.0,1.0,1.0,19.12,1373.0,91.1,5.0,,9.2,9.0,Maruti,3555.5555555555557,0.0,10.373522431293592,Other
1286.0,Volkswagen Polo Diesel Highline 1.2L,2013.0,74000.0,1.0,0.0,1.0,22.07,1199.0,73.9,5.0,,4.85,13.0,Volkswagen,5692.307692307692,1.0,11.211833885608513,Other
5228.0,Hyundai Santro Xing XL eRLX Euro III,2005.0,126000.0,0.0,0.0,2.0,17.0,1086.0,98.6,5.0,,1.2,21.0,Hyundai,6000.0,1.0,11.744045122410057,Other
4670.0,Mahindra XUV500 W8 1.99 mHawk,2016.0,81177.0,1.0,0.0,1.0,16.0,1997.0,140.0,7.0,,11.25,10.0,Mahindra,8117.7,1.0,11.3043995534794,Other
2130.0,Hyundai Santro GLS I - Euro II,2012.0,51019.0,0.0,0.0,1.0,6.499999999999998,999.0,98.6,5.0,,3.48,14.0,Hyundai,3644.214285714286,0.0,10.839972991695802,Other
5530.0,Land Rover Freelander 2 SE,2014.0,59885.0,1.0,1.0,1.0,12.39,2179.0,147.51,5.0,,20.049999999999997,12.0,Other,4990.416666666667,1.0,11.000198033914641,Other
4724.0,Hyundai Xcent 1.2 VTVT E,2018.0,40000.0,0.0,0.0,1.0,20.14,1197.0,81.86,5.0,6.71,5.0,8.0,Hyundai,5000.0,0.0,10.596659732783579,Other
5172.0,Toyota Corolla Altis 1.8 GL,2015.0,53920.0,0.0,0.0,1.0,14.28,1798.0,138.03,5.0,23.37,10.77,11.0,Toyota,4901.818181818182,1.0,10.895275291408279,Other
4735.0,Mahindra XUV500 W10 AWD,2016.0,66296.0,1.0,0.0,1.0,16.0,2179.0,140.0,7.0,,15.96,10.0,Mahindra,6629.6,1.0,11.101899926281416,Other
5080.0,Tata New Safari Dicor EX 4X2,2011.0,90000.0,1.0,0.0,2.0,13.93,2179.0,138.1,7.0,,2.75,15.0,Tata,6000.0,1.0,11.407576060361786,Other
2896.0,Porsche Panamera Diesel,2013.0,48000.0,1.0,1.0,2.0,17.85,2967.0,226.89999999999998,4.0,,20.049999999999997,13.0,Other,3692.3076923076924,0.0,10.778977123006351,Other
5972.0,Hyundai Santro Xing GL,2008.0,65000.0,0.0,0.0,2.0,6.499999999999998,1086.0,62.0,5.0,,1.39,18.0,Hyundai,3611.1111111111113,1.0,11.082157933374816,Other
4953.0,Maruti Alto LXi,2011.0,100000.0,0.0,0.0,1.0,19.7,796.0,46.3,5.0,,1.5,15.0,Maruti,6666.666666666667,1.0,11.51293546492023,Other
610.0,Hyundai Verna 1.6 CRDi SX,2017.0,38056.0,1.0,0.0,1.0,23.9,1582.0,126.2,5.0,,10.7,9.0,Hyundai,4228.444444444444,0.0,10.54684031483226,Other
4971.0,Toyota Corolla Altis D-4D GL,2014.0,74219.0,1.0,0.0,1.0,21.43,1364.0,87.2,5.0,,10.75,12.0,Toyota,6184.916666666667,1.0,11.214788934614589,Other
4581.0,Audi Q3 2.0 TDI,2013.0,105000.0,1.0,1.0,1.0,17.32,1968.0,150.0,5.0,,19.0,13.0,Audi,8076.923076923077,1.0,11.561725152903833,Other
3394.0,Hyundai Verna Transform SX VGT CRDi,2010.0,118077.0,1.0,0.0,1.0,16.2,1493.0,110.0,5.0,,3.85,16.0,Hyundai,7379.8125,1.0,11.67910070202148,Other
4666.0,Maruti Ertiga VXI,2012.0,25000.0,0.0,0.0,1.0,16.02,1373.0,93.7,7.0,,5.35,14.0,Maruti,1785.7142857142858,0.0,10.12667110305036,Other
5227.0,Toyota Corolla Altis VL,2008.0,110000.0,0.0,1.0,2.0,14.53,1798.0,138.1,5.0,,2.75,18.0,Toyota,6111.111111111111,1.0,11.608244735642321,Other
4869.0,Land Rover Range Rover 3.6 TDV8 Vogue SE,2012.0,84384.0,1.0,1.0,1.0,10.2,3164.5,226.89999999999998,7.0,,20.049999999999997,14.0,Other,6027.428571428572,1.0,11.343144939670585,Other
5912.0,Mahindra XUV500 W8 4WD,2013.0,52910.0,1.0,0.0,2.0,15.1,2179.0,140.0,7.0,,9.5,13.0,Mahindra,4070.0,1.0,10.876366535738475,Other
3554.0,Hyundai Verna 1.4 CX VTVT,2014.0,19000.0,0.0,0.0,1.0,17.43,1396.0,105.5,5.0,,5.25,12.0,Hyundai,1583.3333333333333,0.0,9.852246888342531,Other
204.0,Tata Indigo eCS GLX,2010.0,70500.0,0.0,0.0,1.0,15.64,1193.0,64.1,5.0,,1.5,16.0,Tata,4406.25,1.0,11.163382173096926,Other
